datetime,hour_of_year,day,hour_of_day,day_hour,kw_factor,grain_factor,kw
2/12/18 20:00,1028,0mon,20,0mon_20,0,0,0
2/12/18 21:00,1029,0mon,21,0mon_21,0,0,0
2/12/18 22:00,1030,0mon,22,0mon_22,0,0,0
2/12/18 23:00,1031,0mon,23,0mon_23,0,0,0
2/13/18 0:00,1032,1tue,0,1tue_00,0,0,0
2/13/18 1:00,1033,1tue,1,1tue_01,0,0,0.532918033
2/13/18 2:00,1034,1tue,2,1tue_02,0,0,0.532918033
2/13/18 3:00,1035,1tue,3,1tue_03,0,0,0.532918033
2/13/18 4:00,1036,1tue,4,1tue_04,52.64144,52.64144,0.532918033
2/13/18 5:00,1037,1tue,5,1tue_05,27.56038,27.56038,0.532918033
2/13/18 6:00,1038,1tue,6,1tue_06,41.56756,41.56756,0
2/13/18 7:00,1039,1tue,7,1tue_07,62.54414,62.54414,0
2/13/18 8:00,1040,1tue,8,1tue_08,0,0,0
2/13/18 9:00,1041,1tue,9,1tue_09,0,0,0
2/13/18 10:00,1042,1tue,10,1tue_10,0,0,0
2/13/18 11:00,1043,1tue,11,1tue_11,37.42342,37.42342,0
2/13/18 12:00,1044,1tue,12,1tue_12,108.3982,108.3982,0
2/13/18 13:00,1045,1tue,13,1tue_13,1.0162,1.0162,0
2/13/18 14:00,1046,1tue,14,1tue_14,0,0,0
2/13/18 15:00,1047,1tue,15,1tue_15,0,0,0
2/13/18 16:00,1048,1tue,16,1tue_16,0,0,0
2/13/18 17:00,1049,1tue,17,1tue_17,0,0,0
2/13/18 18:00,1050,1tue,18,1tue_18,0,0,0
2/13/18 19:00,1051,1tue,19,1tue_19,0,0,0
2/13/18 20:00,1052,1tue,20,1tue_20,0,0,0
2/13/18 21:00,1053,1tue,21,1tue_21,0,0,0
2/13/18 22:00,1054,1tue,22,1tue_22,0,0,0
2/13/18 23:00,1055,1tue,23,1tue_23,0,0,1.065836066
2/14/18 0:00,1056,2wed,0,2wed_00,0,0,1.065836066
2/14/18 1:00,1057,2wed,1,2wed_01,0,0,1.065836066
2/14/18 2:00,1058,2wed,2,2wed_02,0,0,1.065836066
2/14/18 3:00,1059,2wed,3,2wed_03,0,0,1.065836066
2/14/18 4:00,1060,2wed,4,2wed_04,0,0,0
2/14/18 5:00,1061,2wed,5,2wed_05,0,0,0
2/14/18 6:00,1062,2wed,6,2wed_06,0,0,0
2/14/18 7:00,1063,2wed,7,2wed_07,0,0,0
2/14/18 8:00,1064,2wed,8,2wed_08,0,0,0
2/14/18 9:00,1065,2wed,9,2wed_09,0,0,0
2/14/18 10:00,1066,2wed,10,2wed_10,0,0,0
2/14/18 11:00,1067,2wed,11,2wed_11,80.8,80.8,0
2/14/18 12:00,1068,2wed,12,2wed_12,0.98018,0.98018,0
2/14/18 13:00,1069,2wed,13,2wed_13,0,0,0
2/14/18 14:00,1070,2wed,14,2wed_14,0,0,0
2/14/18 15:00,1071,2wed,15,2wed_15,0,0,0
2/14/18 16:00,1072,2wed,16,2wed_16,0,0,0
2/14/18 17:00,1073,2wed,17,2wed_17,0,0,0
2/14/18 18:00,1074,2wed,18,2wed_18,0,0,0
2/14/18 19:00,1075,2wed,19,2wed_19,0,0,0
2/14/18 20:00,1076,2wed,20,2wed_20,0,0,0
2/14/18 21:00,1077,2wed,21,2wed_21,0,0,0
2/14/18 22:00,1078,2wed,22,2wed_22,0,0,0
2/14/18 23:00,1079,2wed,23,2wed_23,0,0,0
2/15/18 0:00,1080,3thu,0,3thu_00,0,0,0
2/15/18 1:00,1081,3thu,1,3thu_01,0,0,0
2/15/18 2:00,1082,3thu,2,3thu_02,0,0,0
2/15/18 3:00,1083,3thu,3,3thu_03,0,0,0
2/15/18 4:00,1084,3thu,4,3thu_04,15.35676,15.35676,0
2/15/18 5:00,1085,3thu,5,3thu_05,2.04502,2.04502,0
2/15/18 6:00,1086,3thu,6,3thu_06,0,0,0
2/15/18 7:00,1087,3thu,7,3thu_07,0,0,0
2/15/18 8:00,1088,3thu,8,3thu_08,0,0,0
2/15/18 9:00,1089,3thu,9,3thu_09,0,0,0
2/15/18 10:00,1090,3thu,10,3thu_10,21.62884,21.62884,0
2/15/18 11:00,1091,3thu,11,3thu_11,36.27746,36.27746,0
2/15/18 12:00,1092,3thu,12,3thu_12,50.28106,50.28106,0
2/15/18 13:00,1093,3thu,13,3thu_13,97.92252,97.92252,0
2/15/18 14:00,1094,3thu,14,3thu_14,0,0,0
2/15/18 15:00,1095,3thu,15,3thu_15,0,0,0
2/15/18 16:00,1096,3thu,16,3thu_16,0,0,0
2/15/18 17:00,1097,3thu,17,3thu_17,0,0,0
2/15/18 18:00,1098,3thu,18,3thu_18,0,0,0
2/15/18 19:00,1099,3thu,19,3thu_19,0,0,0
2/15/18 20:00,1100,3thu,20,3thu_20,0,0,0
2/15/18 21:00,1101,3thu,21,3thu_21,0,0,0
2/15/18 22:00,1102,3thu,22,3thu_22,0,0,0
2/15/18 23:00,1103,3thu,23,3thu_23,0,0,0
2/16/18 0:00,1104,4fri,0,4fri_00,0,0,0
2/16/18 1:00,1105,4fri,1,4fri_01,0,0,0.532918033
2/16/18 2:00,1106,4fri,2,4fri_02,17.11352,17.11352,0.532918033
2/16/18 3:00,1107,4fri,3,4fri_03,4.43964,4.43964,0.532918033
2/16/18 4:00,1108,4fri,4,4fri_04,0,0,0.532918033
2/16/18 5:00,1109,4fri,5,4fri_05,0,0,0.532918033
2/16/18 6:00,1110,4fri,6,4fri_06,16.83966,16.83966,0
2/16/18 7:00,1111,4fri,7,4fri_07,27.36756,27.36756,0
2/16/18 8:00,1112,4fri,8,4fri_08,0,0,0
2/16/18 9:00,1113,4fri,9,4fri_09,0,0,0
2/16/18 10:00,1114,4fri,10,4fri_10,0,0,0
2/16/18 11:00,1115,4fri,11,4fri_11,0,0,0
2/16/18 12:00,1116,4fri,12,4fri_12,224.38374,224.38374,0
2/16/18 13:00,1117,4fri,13,4fri_13,97.07388,97.07388,0
2/16/18 14:00,1118,4fri,14,4fri_14,0,0,0
2/16/18 15:00,1119,4fri,15,4fri_15,0,0,0
2/16/18 16:00,1120,4fri,16,4fri_16,0,0,0
2/16/18 17:00,1121,4fri,17,4fri_17,0.0036,0.0036,0
2/16/18 18:00,1122,4fri,18,4fri_18,0,0,0
2/16/18 19:00,1123,4fri,19,4fri_19,0,0,0
2/16/18 20:00,1124,4fri,20,4fri_20,0,0,0
2/16/18 21:00,1125,4fri,21,4fri_21,0,0,0
2/16/18 22:00,1126,4fri,22,4fri_22,0,0,0
2/16/18 23:00,1127,4fri,23,4fri_23,0,0,0
2/17/18 0:00,1128,5sat,0,5sat_00,0,0,0
2/17/18 1:00,1129,5sat,1,5sat_01,0,0,0.532918033
2/17/18 2:00,1130,5sat,2,5sat_02,0,0,0.532918033
2/17/18 3:00,1131,5sat,3,5sat_03,0,0,0.532918033
2/17/18 4:00,1132,5sat,4,5sat_04,0,0,0.532918033
2/17/18 5:00,1133,5sat,5,5sat_05,0,0,0.532918033
2/17/18 6:00,1134,5sat,6,5sat_06,0.03422,0.03422,0
2/17/18 7:00,1135,5sat,7,5sat_07,0,0,0
2/17/18 8:00,1136,5sat,8,5sat_08,0.01982,0.01982,0
2/17/18 9:00,1137,5sat,9,5sat_09,0,0,0
2/17/18 10:00,1138,5sat,10,5sat_10,0,0,0
2/17/18 11:00,1139,5sat,11,5sat_11,0,0,0
2/17/18 12:00,1140,5sat,12,5sat_12,1.43782,1.43782,0
2/17/18 13:00,1141,5sat,13,5sat_13,0.0036,0.0036,0
2/17/18 14:00,1142,5sat,14,5sat_14,0,0,0
2/17/18 15:00,1143,5sat,15,5sat_15,0,0,0
2/17/18 16:00,1144,5sat,16,5sat_16,0,0,0
2/17/18 17:00,1145,5sat,17,5sat_17,0,0,0
2/17/18 18:00,1146,5sat,18,5sat_18,0,0,0
2/17/18 19:00,1147,5sat,19,5sat_19,0,0,0
2/17/18 20:00,1148,5sat,20,5sat_20,0,0,0
2/17/18 21:00,1149,5sat,21,5sat_21,0,0,0
2/17/18 22:00,1150,5sat,22,5sat_22,0,0,0
2/17/18 23:00,1151,5sat,23,5sat_23,0,0,0
2/18/18 0:00,1152,6sun,0,6sun_00,0,0,0
2/18/18 1:00,1153,6sun,1,6sun_01,0,0,0.532918033
2/18/18 2:00,1154,6sun,2,6sun_02,1.9063,1.9063,0.532918033
2/18/18 3:00,1155,6sun,3,6sun_03,0,0,0.532918033
2/18/18 4:00,1156,6sun,4,6sun_04,0,0,0.532918033
2/18/18 5:00,1157,6sun,5,6sun_05,0,0,0.532918033
2/18/18 6:00,1158,6sun,6,6sun_06,73.6072,73.6072,0
2/18/18 7:00,1159,6sun,7,6sun_07,0,0,0
2/18/18 8:00,1160,6sun,8,6sun_08,0,0,0
2/18/18 9:00,1161,6sun,9,6sun_09,0,0,0
2/18/18 10:00,1162,6sun,10,6sun_10,37.0036,37.0036,0
2/18/18 11:00,1163,6sun,11,6sun_11,114.48106,114.48106,0
2/18/18 12:00,1164,6sun,12,6sun_12,220.18738,220.18738,0
2/18/18 13:00,1165,6sun,13,6sun_13,0.05406,0.05406,0
2/18/18 14:00,1166,6sun,14,6sun_14,0,0,0
2/18/18 15:00,1167,6sun,15,6sun_15,0,0,0
2/18/18 16:00,1168,6sun,16,6sun_16,0,0,0
2/18/18 17:00,1169,6sun,17,6sun_17,0,0,0
2/18/18 18:00,1170,6sun,18,6sun_18,0,0,0
2/18/18 19:00,1171,6sun,19,6sun_19,0,0,0
2/18/18 20:00,1172,6sun,20,6sun_20,0,0,0
2/18/18 21:00,1173,6sun,21,6sun_21,0,0,0
2/18/18 22:00,1174,6sun,22,6sun_22,0,0,0
2/18/18 23:00,1175,6sun,23,6sun_23,0,0,0
2/19/18 0:00,1176,0mon,0,0mon_00,0,0,0
2/19/18 1:00,1177,0mon,1,0mon_01,0.0054,0.0054,0.532918033
2/19/18 2:00,1178,0mon,2,0mon_02,0,0,0.532918033
2/19/18 3:00,1179,0mon,3,0mon_03,0,0,0.532918033
2/19/18 4:00,1180,0mon,4,0mon_04,0,0,0.532918033
2/19/18 5:00,1181,0mon,5,0mon_05,36.26664,36.26664,0.532918033
2/19/18 6:00,1182,0mon,6,0mon_06,5.22882,5.22882,0
2/19/18 7:00,1183,0mon,7,0mon_07,9.3153,9.3153,0
2/19/18 8:00,1184,0mon,8,0mon_08,0,0,0
2/19/18 9:00,1185,0mon,9,0mon_09,0.009,0.009,0
2/19/18 10:00,1186,0mon,10,0mon_10,3.16578,3.16578,0
2/19/18 11:00,1187,0mon,11,0mon_11,0,0,0
2/19/18 12:00,1188,0mon,12,0mon_12,263.009,263.009,0
2/19/18 13:00,1189,0mon,13,0mon_13,88.39282,88.39282,0
2/19/18 14:00,1190,0mon,14,0mon_14,0,0,0
2/19/18 15:00,1191,0mon,15,0mon_15,0,0,0
2/19/18 16:00,1192,0mon,16,0mon_16,0,0,0
2/19/18 17:00,1193,0mon,17,0mon_17,0,0,0
2/19/18 18:00,1194,0mon,18,0mon_18,0,0,0
2/19/18 19:00,1195,0mon,19,0mon_19,0,0,0
2/19/18 20:00,1196,0mon,20,0mon_20,0,0,0
2/19/18 21:00,1197,0mon,21,0mon_21,0,0,0
2/19/18 22:00,1198,0mon,22,0mon_22,0,0,0
2/19/18 23:00,1199,0mon,23,0mon_23,0,0,0
2/20/18 0:00,1200,1tue,0,1tue_00,0,0,0
2/20/18 1:00,1201,1tue,1,1tue_01,0,0,0.532918033
2/20/18 2:00,1202,1tue,2,1tue_02,0,0,0.532918033
2/20/18 3:00,1203,1tue,3,1tue_03,49.37656,49.37656,0.532918033
2/20/18 4:00,1204,1tue,4,1tue_04,2.34234,2.34234,0.532918033
2/20/18 5:00,1205,1tue,5,1tue_05,0.009,0.009,0.532918033
2/20/18 6:00,1206,1tue,6,1tue_06,0,0,0
2/20/18 7:00,1207,1tue,7,1tue_07,26.87568,26.87568,0
2/20/18 8:00,1208,1tue,8,1tue_08,0.02522,0.02522,0
2/20/18 9:00,1209,1tue,9,1tue_09,0,0,0
2/20/18 10:00,1210,1tue,10,1tue_10,40.57298,40.57298,0
2/20/18 11:00,1211,1tue,11,1tue_11,0,0,0
2/20/18 12:00,1212,1tue,12,1tue_12,108.3982,108.3982,0
2/20/18 13:00,1213,1tue,13,1tue_13,120.57474,120.57474,0
2/20/18 14:00,1214,1tue,14,1tue_14,0,0,0
2/20/18 15:00,1215,1tue,15,1tue_15,0,0,0
2/20/18 16:00,1216,1tue,16,1tue_16,0,0,0
2/20/18 17:00,1217,1tue,17,1tue_17,0,0,0
2/20/18 18:00,1218,1tue,18,1tue_18,0,0,0
2/20/18 19:00,1219,1tue,19,1tue_19,0,0,0
2/20/18 20:00,1220,1tue,20,1tue_20,0,0,0
2/20/18 21:00,1221,1tue,21,1tue_21,0,0,0
2/20/18 22:00,1222,1tue,22,1tue_22,0,0,0
2/20/18 23:00,1223,1tue,23,1tue_23,0,0,1.065836066
2/21/18 0:00,1224,2wed,0,2wed_00,0,0,1.065836066
2/21/18 1:00,1225,2wed,1,2wed_01,0,0,1.065836066
2/21/18 2:00,1226,2wed,2,2wed_02,11.56396,11.56396,1.065836066
2/21/18 3:00,1227,2wed,3,2wed_03,0,0,1.065836066
2/21/18 4:00,1228,2wed,4,2wed_04,0,0,0
2/21/18 5:00,1229,2wed,5,2wed_05,0,0,0
2/21/18 6:00,1230,2wed,6,2wed_06,0,0,0
2/21/18 7:00,1231,2wed,7,2wed_07,0,0,0
2/21/18 8:00,1232,2wed,8,2wed_08,0,0,0
2/21/18 9:00,1233,2wed,9,2wed_09,0,0,0
2/21/18 10:00,1234,2wed,10,2wed_10,0,0,0
2/21/18 11:00,1235,2wed,11,2wed_11,80.8,80.8,0
2/21/18 12:00,1236,2wed,12,2wed_12,0,0,0
2/21/18 13:00,1237,2wed,13,2wed_13,0,0,0
2/21/18 14:00,1238,2wed,14,2wed_14,0,0,0
2/21/18 15:00,1239,2wed,15,2wed_15,0,0,0
2/21/18 16:00,1240,2wed,16,2wed_16,0,0,0
2/21/18 17:00,1241,2wed,17,2wed_17,0,0,0
2/21/18 18:00,1242,2wed,18,2wed_18,0,0,0
2/21/18 19:00,1243,2wed,19,2wed_19,0,0,0
2/21/18 20:00,1244,2wed,20,2wed_20,0,0,0
2/21/18 21:00,1245,2wed,21,2wed_21,0,0,0
2/21/18 22:00,1246,2wed,22,2wed_22,0,0,0
2/21/18 23:00,1247,2wed,23,2wed_23,0,0,0
2/22/18 0:00,1248,3thu,0,3thu_00,0,0,0
2/22/18 1:00,1249,3thu,1,3thu_01,0,0,0
2/22/18 2:00,1250,3thu,2,3thu_02,0,0,0
2/22/18 3:00,1251,3thu,3,3thu_03,0,0,0
2/22/18 4:00,1252,3thu,4,3thu_04,84.76218,84.76218,0
2/22/18 5:00,1253,3thu,5,3thu_05,36.7982,36.7982,0
2/22/18 6:00,1254,3thu,6,3thu_06,0,0,0
2/22/18 7:00,1255,3thu,7,3thu_07,0,0,0
2/22/18 8:00,1256,3thu,8,3thu_08,0,0,0
2/22/18 9:00,1257,3thu,9,3thu_09,0,0,0
2/22/18 10:00,1258,3thu,10,3thu_10,34.88648,34.88648,0
2/22/18 11:00,1259,3thu,11,3thu_11,0,0,0
2/22/18 12:00,1260,3thu,12,3thu_12,0,0,0
2/22/18 13:00,1261,3thu,13,3thu_13,0,0,0
2/22/18 14:00,1262,3thu,14,3thu_14,0,0,0
2/22/18 15:00,1263,3thu,15,3thu_15,0,0,0
2/22/18 16:00,1264,3thu,16,3thu_16,0,0,0
2/22/18 17:00,1265,3thu,17,3thu_17,0,0,0
2/22/18 18:00,1266,3thu,18,3thu_18,0,0,0
2/22/18 19:00,1267,3thu,19,3thu_19,0,0,0
2/22/18 20:00,1268,3thu,20,3thu_20,0,0,0
2/22/18 21:00,1269,3thu,21,3thu_21,0,0,0
2/22/18 22:00,1270,3thu,22,3thu_22,0,0,0
2/22/18 23:00,1271,3thu,23,3thu_23,0,0,0
2/23/18 0:00,1272,4fri,0,4fri_00,0,0,0
2/23/18 1:00,1273,4fri,1,4fri_01,0,0,0.532918033
2/23/18 2:00,1274,4fri,2,4fri_02,17.11352,17.11352,0.532918033
2/23/18 3:00,1275,4fri,3,4fri_03,72.65764,72.65764,0.532918033
2/23/18 4:00,1276,4fri,4,4fri_04,0,0,0.532918033
2/23/18 5:00,1277,4fri,5,4fri_05,0,0,0.532918033
2/23/18 6:00,1278,4fri,6,4fri_06,0,0,0
2/23/18 7:00,1279,4fri,7,4fri_07,0,0,0
2/23/18 8:00,1280,4fri,8,4fri_08,0,0,0
2/23/18 9:00,1281,4fri,9,4fri_09,0,0,0
2/23/18 10:00,1282,4fri,10,4fri_10,33.33514,33.33514,0
2/23/18 11:00,1283,4fri,11,4fri_11,0.01082,0.01082,0
2/23/18 12:00,1284,4fri,12,4fri_12,1.1694,1.1694,0
2/23/18 13:00,1285,4fri,13,4fri_13,54.95316,54.95316,0
2/23/18 14:00,1286,4fri,14,4fri_14,0,0,0
2/23/18 15:00,1287,4fri,15,4fri_15,0,0,0
2/23/18 16:00,1288,4fri,16,4fri_16,0,0,0
2/23/18 17:00,1289,4fri,17,4fri_17,0.0036,0.0036,0
2/23/18 18:00,1290,4fri,18,4fri_18,0,0,0
2/23/18 19:00,1291,4fri,19,4fri_19,0,0,0
2/23/18 20:00,1292,4fri,20,4fri_20,0,0,0
2/23/18 21:00,1293,4fri,21,4fri_21,0,0,0
2/23/18 22:00,1294,4fri,22,4fri_22,0,0,0
2/23/18 23:00,1295,4fri,23,4fri_23,0,0,0
2/24/18 0:00,1296,5sat,0,5sat_00,0,0,0
2/24/18 1:00,1297,5sat,1,5sat_01,0,0,0.532918033
2/24/18 2:00,1298,5sat,2,5sat_02,48.44146,48.44146,0.532918033
2/24/18 3:00,1299,5sat,3,5sat_03,0,0,0.532918033
2/24/18 4:00,1300,5sat,4,5sat_04,0,0,0.532918033
2/24/18 5:00,1301,5sat,5,5sat_05,71.74774,71.74774,0.532918033
2/24/18 6:00,1302,5sat,6,5sat_06,0,0,0
2/24/18 7:00,1303,5sat,7,5sat_07,1.17656,1.17656,0
2/24/18 8:00,1304,5sat,8,5sat_08,0,0,0
2/24/18 9:00,1305,5sat,9,5sat_09,0,0,0
2/24/18 10:00,1306,5sat,10,5sat_10,0.33154,0.33154,0
2/24/18 11:00,1307,5sat,11,5sat_11,129.75494,129.75494,0
2/24/18 12:00,1308,5sat,12,5sat_12,1.43782,1.43782,0
2/24/18 13:00,1309,5sat,13,5sat_13,0,0,0
2/24/18 14:00,1310,5sat,14,5sat_14,0,0,0
2/24/18 15:00,1311,5sat,15,5sat_15,0,0,0
2/24/18 16:00,1312,5sat,16,5sat_16,0,0,0
2/24/18 17:00,1313,5sat,17,5sat_17,0,0,0
2/24/18 18:00,1314,5sat,18,5sat_18,0,0,0
2/24/18 19:00,1315,5sat,19,5sat_19,0,0,0
2/24/18 20:00,1316,5sat,20,5sat_20,0,0,0
2/24/18 21:00,1317,5sat,21,5sat_21,0,0,0
2/24/18 22:00,1318,5sat,22,5sat_22,0,0,0
2/24/18 23:00,1319,5sat,23,5sat_23,0,0,0
2/25/18 0:00,1320,6sun,0,6sun_00,0,0,0
2/25/18 1:00,1321,6sun,1,6sun_01,27.78378,27.78378,0.532918033
2/25/18 2:00,1322,6sun,2,6sun_02,0,0,0.532918033
2/25/18 3:00,1323,6sun,3,6sun_03,0,0,0.532918033
2/25/18 4:00,1324,6sun,4,6sun_04,0,0,0.532918033
2/25/18 5:00,1325,6sun,5,6sun_05,0,0,0.532918033
2/25/18 6:00,1326,6sun,6,6sun_06,73.6072,73.6072,0
2/25/18 7:00,1327,6sun,7,6sun_07,47.0847,47.0847,0
2/25/18 8:00,1328,6sun,8,6sun_08,0,0,0
2/25/18 9:00,1329,6sun,9,6sun_09,0,0,0
2/25/18 10:00,1330,6sun,10,6sun_10,0.15496,0.15496,0
2/25/18 11:00,1331,6sun,11,6sun_11,0.0072,0.0072,0
2/25/18 12:00,1332,6sun,12,6sun_12,56.73694,56.73694,0
2/25/18 13:00,1333,6sun,13,6sun_13,0.05406,0.05406,0
2/25/18 14:00,1334,6sun,14,6sun_14,0,0,0
2/25/18 15:00,1335,6sun,15,6sun_15,0,0,0
2/25/18 16:00,1336,6sun,16,6sun_16,0,0,0
2/25/18 17:00,1337,6sun,17,6sun_17,0,0,0
2/25/18 18:00,1338,6sun,18,6sun_18,0,0,0
2/25/18 19:00,1339,6sun,19,6sun_19,0,0,0
2/25/18 20:00,1340,6sun,20,6sun_20,0,0,0
2/25/18 21:00,1341,6sun,21,6sun_21,0,0,0
2/25/18 22:00,1342,6sun,22,6sun_22,0,0,0
2/25/18 23:00,1343,6sun,23,6sun_23,0,0,0
2/26/18 0:00,1344,0mon,0,0mon_00,0,0,0
2/26/18 1:00,1345,0mon,1,0mon_01,0.0054,0.0054,0.532918033
2/26/18 2:00,1346,0mon,2,0mon_02,0,0,0.532918033
2/26/18 3:00,1347,0mon,3,0mon_03,0,0,0.532918033
2/26/18 4:00,1348,0mon,4,0mon_04,0,0,0.532918033
2/26/18 5:00,1349,0mon,5,0mon_05,26.4955,26.4955,0.532918033
2/26/18 6:00,1350,0mon,6,0mon_06,5.22882,5.22882,0
2/26/18 7:00,1351,0mon,7,0mon_07,9.3153,9.3153,0
2/26/18 8:00,1352,0mon,8,0mon_08,0,0,0
2/26/18 9:00,1353,0mon,9,0mon_09,13.66486,13.66486,0
2/26/18 10:00,1354,0mon,10,0mon_10,58.71172,58.71172,0
2/26/18 11:00,1355,0mon,11,0mon_11,0,0,0
2/26/18 12:00,1356,0mon,12,0mon_12,263.009,263.009,0
2/26/18 13:00,1357,0mon,13,0mon_13,88.39282,88.39282,0
2/26/18 14:00,1358,0mon,14,0mon_14,0,0,0
2/26/18 15:00,1359,0mon,15,0mon_15,0,0,0
2/26/18 16:00,1360,0mon,16,0mon_16,0,0,0
2/26/18 17:00,1361,0mon,17,0mon_17,0,0,0
2/26/18 18:00,1362,0mon,18,0mon_18,0,0,0
2/26/18 19:00,1363,0mon,19,0mon_19,0,0,0
2/26/18 20:00,1364,0mon,20,0mon_20,0,0,0
2/26/18 21:00,1365,0mon,21,0mon_21,0,0,0
2/26/18 22:00,1366,0mon,22,0mon_22,0,0,0
2/26/18 23:00,1367,0mon,23,0mon_23,0,0,0
2/27/18 0:00,1368,1tue,0,1tue_00,0,0,0
2/27/18 1:00,1369,1tue,1,1tue_01,0,0,0.532918033
2/27/18 2:00,1370,1tue,2,1tue_02,0,0,0.532918033
2/27/18 3:00,1371,1tue,3,1tue_03,49.37656,49.37656,0.532918033
2/27/18 4:00,1372,1tue,4,1tue_04,2.34234,2.34234,0.532918033
2/27/18 5:00,1373,1tue,5,1tue_05,0.009,0.009,0.532918033
2/27/18 6:00,1374,1tue,6,1tue_06,85.66304,85.66304,0
2/27/18 7:00,1375,1tue,7,1tue_07,62.54414,62.54414,0
2/27/18 8:00,1376,1tue,8,1tue_08,0,0,0
2/27/18 9:00,1377,1tue,9,1tue_09,0,0,0
2/27/18 10:00,1378,1tue,10,1tue_10,40.57298,40.57298,0
2/27/18 11:00,1379,1tue,11,1tue_11,37.42342,37.42342,0
2/27/18 12:00,1380,1tue,12,1tue_12,0.38558,0.38558,0
2/27/18 13:00,1381,1tue,13,1tue_13,120.57474,120.57474,0
2/27/18 14:00,1382,1tue,14,1tue_14,0,0,0
2/27/18 15:00,1383,1tue,15,1tue_15,0,0,0
2/27/18 16:00,1384,1tue,16,1tue_16,0,0,0
2/27/18 17:00,1385,1tue,17,1tue_17,0,0,0
2/27/18 18:00,1386,1tue,18,1tue_18,0,0,0
2/27/18 19:00,1387,1tue,19,1tue_19,0,0,0
2/27/18 20:00,1388,1tue,20,1tue_20,0,0,0
2/27/18 21:00,1389,1tue,21,1tue_21,0,0,0
2/27/18 22:00,1390,1tue,22,1tue_22,0,0,0
2/27/18 23:00,1391,1tue,23,1tue_23,0,0,1.065836066
2/28/18 0:00,1392,2wed,0,2wed_00,0,0,1.065836066
2/28/18 1:00,1393,2wed,1,2wed_01,0,0,1.065836066
2/28/18 2:00,1394,2wed,2,2wed_02,12.64506,12.64506,1.065836066
2/28/18 3:00,1395,2wed,3,2wed_03,0.88468,0.88468,1.065836066
2/28/18 4:00,1396,2wed,4,2wed_04,0,0,0
2/28/18 5:00,1397,2wed,5,2wed_05,0,0,0
2/28/18 6:00,1398,2wed,6,2wed_06,27.32974,27.32974,0
2/28/18 7:00,1399,2wed,7,2wed_07,0,0,0
2/28/18 8:00,1400,2wed,8,2wed_08,0,0,0
2/28/18 9:00,1401,2wed,9,2wed_09,0,0,0
2/28/18 10:00,1402,2wed,10,2wed_10,0,0,0
2/28/18 11:00,1403,2wed,11,2wed_11,0,0,0
2/28/18 12:00,1404,2wed,12,2wed_12,0.98018,0.98018,0
2/28/18 13:00,1405,2wed,13,2wed_13,58.55496,58.55496,0
2/28/18 14:00,1406,2wed,14,2wed_14,0,0,0
2/28/18 15:00,1407,2wed,15,2wed_15,0,0,0
2/28/18 16:00,1408,2wed,16,2wed_16,0,0,0
2/28/18 17:00,1409,2wed,17,2wed_17,0,0,0
2/28/18 18:00,1410,2wed,18,2wed_18,0,0,0
2/28/18 19:00,1411,2wed,19,2wed_19,0,0,0
2/28/18 20:00,1412,2wed,20,2wed_20,0,0,0
2/28/18 21:00,1413,2wed,21,2wed_21,0,0,0
2/28/18 22:00,1414,2wed,22,2wed_22,0,0,0
2/28/18 23:00,1415,2wed,23,2wed_23,0,0,0
3/1/18 0:00,1416,3thu,0,3thu_00,0,0,0
3/1/18 1:00,1417,3thu,1,3thu_01,0,0,0
3/1/18 2:00,1418,3thu,2,3thu_02,0,0,0
3/1/18 3:00,1419,3thu,3,3thu_03,0.009,0.009,0
3/1/18 4:00,1420,3thu,4,3thu_04,84.76218,84.76218,0
3/1/18 5:00,1421,3thu,5,3thu_05,0,0,0
3/1/18 6:00,1422,3thu,6,3thu_06,16.6991,16.6991,0
3/1/18 7:00,1423,3thu,7,3thu_07,0,0,0
3/1/18 8:00,1424,3thu,8,3thu_08,0,0,0
3/1/18 9:00,1425,3thu,9,3thu_09,33.2126,33.2126,0
3/1/18 10:00,1426,3thu,10,3thu_10,34.88648,34.88648,0
3/1/18 11:00,1427,3thu,11,3thu_11,59.7892,59.7892,0
3/1/18 12:00,1428,3thu,12,3thu_12,0,0,0
3/1/18 13:00,1429,3thu,13,3thu_13,114.4036,114.4036,0
3/1/18 14:00,1430,3thu,14,3thu_14,0,0,0
3/1/18 15:00,1431,3thu,15,3thu_15,0,0,0
3/1/18 16:00,1432,3thu,16,3thu_16,0,0,0
3/1/18 17:00,1433,3thu,17,3thu_17,0,0,0
3/1/18 18:00,1434,3thu,18,3thu_18,0,0,0
3/1/18 19:00,1435,3thu,19,3thu_19,0,0,0
3/1/18 20:00,1436,3thu,20,3thu_20,0,0,0
3/1/18 21:00,1437,3thu,21,3thu_21,0,0,0
3/1/18 22:00,1438,3thu,22,3thu_22,0,0,0
3/1/18 23:00,1439,3thu,23,3thu_23,0,0,0
3/2/18 0:00,1440,4fri,0,4fri_00,0,0,0
3/2/18 1:00,1441,4fri,1,4fri_01,0,0,0.532918033
3/2/18 2:00,1442,4fri,2,4fri_02,17.11352,17.11352,0.532918033
3/2/18 3:00,1443,4fri,3,4fri_03,0,0,0.532918033
3/2/18 4:00,1444,4fri,4,4fri_04,0,0,0.532918033
3/2/18 5:00,1445,4fri,5,4fri_05,8.01982,8.01982,0.532918033
3/2/18 6:00,1446,4fri,6,4fri_06,0,0,0
3/2/18 7:00,1447,4fri,7,4fri_07,0,0,0
